FinancialId,dateKey,storeId,Revenue,COGS,operatingExpenses,marketingExpenses,taxAmount,grossProfit,netProfit
1270,20240304,13,5048.57,3410.27,906.11,264.41,155.21,1638.3,312.57
1271,20240304,14,3151.05,2009.79,683.83,247.92,124.93,1141.26,84.58
1272,20240304,15,3994.63,2850.22,610.03,145.26,128.18,1144.41,260.94
1273,20240304,16,1943.14,1293.44,356.12,85.52,79.57,649.7,128.49
1274,20240304,17,2013.68,1405.47,426.55,98.78,70.3,608.21,12.58
1275,20240304,18,6153.02,3896.0,977.16,302.29,290.69,2257.02,686.88
1276,20240304,19,2961.67,1756.04,381.46,185.92,97.4,1205.63,540.85
1277,20240304,20,2162.91,1527.82,307.37,112.45,92.05,635.09,123.22
1278,20240305,1,2936.25,1906.44,630.72,130.32,111.42,1029.81,157.35
1279,20240305,2,2951.25,1820.37,536.69,132.91,102.11,1130.88,359.17
1280,20240305,3,1482.65,855.53,312.77,45.2,50.92,627.12,218.23
1281,20240305,4,2221.2,1442.1,442.27,113.26,104.59,779.1,118.98
1282,20240305,5,958.44,668.36,146.43,38.17,37.08,290.08,68.4
1283,20240305,6,1072.33,710.68,134.58,59.73,41.91,361.65,125.43
1284,20240305,7,4846.66,3072.83,626.29,154.13,233.4,1773.83,760.01
1285,20240305,8,4949.85,2752.29,1011.17,319.47,192.46,2197.56,674.46
1286,20240305,9,955.7,547.94,165.29,51.57,41.14,407.76,149.76
1287,20240305,10,4783.59,3510.21,897.0,299.94,144.49,1273.38,-68.05
1288,20240305,11,930.07,591.89,125.23,57.99,29.96,338.18,125.0
1289,20240305,12,2431.37,1553.66,412.05,186.47,106.09,877.71,173.1
1290,20240305,13,1423.36,827.88,277.44,51.55,58.45,595.48,208.04
1291,20240305,14,3907.36,2811.63,509.56,297.93,184.69,1095.73,103.55
1292,20240305,15,6381.53,3802.88,815.21,299.63,278.06,2578.65,1185.75
1293,20240305,16,2955.18,1781.51,551.66,165.12,134.1,1173.67,322.79
1294,20240305,17,1522.25,973.15,202.44,120.34,72.55,549.1,153.77
1295,20240305,18,2850.56,2009.93,423.22,190.81,130.13,840.63,96.47
1296,20240305,19,2003.98,1596.87,392.82,71.72,76.81,407.11,-134.24
1297,20240305,20,3391.32,2143.49,490.02,194.26,150.69,1247.83,412.86
1298,20240306,1,1032.32,647.96,209.09,33.77,40.01,384.36,101.49
1299,20240306,2,2527.29,1678.21,414.9,168.13,112.97,849.08,153.08
1300,20240306,3,1327.19,928.35,173.37,76.48,44.98,398.84,104.01
1301,20240306,4,3592.11,2209.23,648.34,171.78,177.8,1382.88,384.96
1302,20240306,5,1676.47,991.96,201.56,72.16,62.36,684.51,348.43
1303,20240306,6,3701.25,2329.68,616.87,143.98,169.32,1371.57,441.4
1304,20240306,7,4927.45,2912.69,863.51,393.46,193.84,2014.76,563.95
1305,20240306,8,3936.8,2704.27,515.22,314.08,130.35,1232.53,272.88
1306,20240306,9,3332.05,2220.85,535.72,262.03,104.63,1111.2,208.82
1307,20240306,10,4865.8,2871.73,644.22,153.08,177.53,1994.07,1019.24
1308,20240306,11,1164.86,765.17,244.96,92.88,57.31,399.69,4.54
1309,20240306,12,1611.16,1001.03,241.89,85.46,49.44,610.13,233.34
1310,20240306,13,2692.81,1609.33,480.75,155.4,123.65,1083.48,323.68
1311,20240306,14,3102.27,1716.95,520.86,181.09,147.59,1385.32,535.78
1312,20240306,15,3914.0,2559.21,812.81,217.02,193.98,1354.79,130.98
1313,20240306,16,1524.86,926.9,241.17,75.64,50.32,597.96,230.83
1314,20240306,17,2036.72,1380.33,393.2,87.85,73.51,656.39,101.83
1315,20240306,18,6437.12,3818.45,1115.28,248.73,241.09,2618.67,1013.57
1316,20240306,19,1141.19,690.67,246.79,87.56,48.37,450.52,67.8
1317,20240306,20,5568.63,3429.58,838.86,346.78,220.92,2139.05,732.49
1318,20240307,1,4442.64,2757.83,771.74,143.33,172.12,1684.81,597.62
1319,20240307,2,1163.94,736.34,179.41,85.36,50.65,427.6,112.18
1320,20240307,3,2915.19,1789.02,569.69,233.14,111.98,1126.17,211.36
1321,20240307,4,4979.43,2812.53,731.8,253.14,233.61,2166.9,948.35
1322,20240307,5,3091.15,1909.21,500.59,218.2,144.46,1181.94,318.69
1323,20240307,6,666.99,464.16,107.18,42.44,23.59,202.83,29.62
1324,20240307,7,2715.61,1680.41,455.06,193.97,125.57,1035.2,260.6
1325,20240307,8,2475.72,1442.74,362.0,77.93,95.06,1032.98,497.99
1326,20240307,9,1447.02,862.59,299.43,76.07,64.54,584.43,144.39
1327,20240307,10,2747.94,1665.82,497.71,117.44,92.51,1082.12,374.46
1328,20240307,11,3721.68,2280.75,702.37,278.47,182.5,1440.93,277.59
1329,20240307,12,2960.45,1935.27,485.24,171.9,121.99,1025.18,246.05
1330,20240307,13,4389.5,2683.63,645.51,277.57,198.13,1705.87,584.66
1331,20240307,14,2910.03,1930.03,510.95,215.41,99.87,980.0,153.77
1332,20240307,15,4468.47,2871.58,753.64,350.25,207.08,1596.89,285.92
1333,20240307,16,3357.46,2251.51,692.61,194.5,135.38,1105.95,83.46
1334,20240307,17,3121.49,2004.15,500.06,186.92,112.27,1117.34,318.09
1335,20240307,18,3781.69,2335.48,651.36,277.72,122.66,1446.21,394.47
1336,20240307,19,2513.64,1535.44,382.89,133.89,101.67,978.2,359.75
1337,20240307,20,985.84,661.21,131.44,68.59,31.88,324.63,92.72
1338,20240308,1,3754.66,2474.24,563.85,173.64,135.09,1280.42,407.84
1339,20240308,2,1073.62,561.5,169.04,52.43,40.0,512.12,250.65
1340,20240308,3,2114.16,1236.81,439.95,67.45,101.91,877.35,268.04
1341,20240308,4,1844.02,1259.97,305.12,134.9,72.16,584.05,71.87
1342,20240308,5,2178.45,1374.59,473.08,135.2,93.94,803.86,101.64
1343,20240308,6,770.31,516.44,118.95,32.42,26.84,253.87,75.66
1344,20240308,7,2101.83,1249.22,455.92,142.06,68.07,852.61,186.56
1345,20240308,8,4437.43,2851.07,708.44,142.99,221.5,1586.36,513.43
1346,20240308,9,3428.61,2114.7,604.62,262.9,139.11,1313.91,307.28
1347,20240308,10,3015.72,2033.43,620.89,199.45,101.47,982.29,60.48
1348,20240308,11,1319.61,795.4,161.71,76.76,57.01,524.21,228.73
1349,20240308,12,4091.5,2662.47,566.21,254.2,192.09,1429.03,416.53
1350,20240308,13,1209.17,676.28,149.91,79.21,52.78,532.89,250.99
1351,20240308,14,2263.7,1419.61,375.97,180.57,73.05,844.09,214.5
1352,20240308,15,6276.4,4175.14,888.47,265.65,282.4,2101.26,664.74
1353,20240308,16,2552.26,1785.4,360.48,100.01,93.79,766.86,212.58
1354,20240308,17,1929.03,1211.42,255.71,101.99,95.94,717.61,263.97
1355,20240308,18,4197.51,2752.59,521.26,249.08,191.4,1444.92,483.18
1356,20240308,19,4541.32,2824.13,885.93,170.86,163.08,1717.19,497.32
1357,20240308,20,1281.44,805.31,263.45,96.73,46.56,476.13,69.39
1358,20240309,1,862.62,456.8,165.71,35.21,42.25,405.82,162.65
1359,20240309,2,6666.97,4348.07,1350.44,364.69,298.14,2318.9,305.63
1360,20240309,3,4681.34,2939.08,593.87,205.54,168.53,1742.26,774.32
1361,20240309,4,1437.46,824.61,231.66,112.33,62.39,612.85,206.47
1362,20240309,5,3770.51,2430.22,785.96,184.13,142.92,1340.29,227.28
1363,20240309,6,2682.97,1872.37,419.34,90.29,114.3,810.6,186.67
1364,20240309,7,676.84,431.85,105.43,24.61,26.28,244.99,88.67
1365,20240309,8,4325.91,2889.56,884.57,176.48,149.04,1436.35,226.26
1366,20240309,9,2244.83,1352.51,375.91,100.05,67.86,892.32,348.5
1367,20240309,10,5987.74,3709.04,841.0,238.24,219.24,2278.7,980.22
1368,20240309,11,3494.3,2158.93,649.33,222.33,164.79,1335.37,298.92
1369,20240309,12,2115.86,1390.39,306.04,162.77,97.71,725.47,158.95
1370,20240309,13,1046.36,672.4,135.45,43.14,39.49,373.96,155.88
1371,20240309,14,3269.29,2153.66,709.64,222.37,152.84,1115.63,30.78
1372,20240309,15,5531.86,3402.29,771.5,367.31,251.31,2129.57,739.45
1373,20240309,16,2187.5,1248.93,280.01,162.42,67.15,938.57,428.99
1374,20240309,17,3595.32,2036.37,503.77,145.04,174.14,1558.95,736.0
1375,20240309,18,2823.11,1820.42,377.92,153.33,110.85,1002.69,360.59
1376,20240309,19,3725.99,2406.59,606.17,284.48,153.78,1319.4,274.97
1377,20240309,20,4329.43,2367.48,673.54,179.15,134.5,1961.95,974.76
1378,20240310,1,2362.06,1290.92,335.96,72.65,89.95,1071.14,572.58
1379,20240310,2,7403.56,4321.73,1014.89,348.42,352.69,3081.83,1365.83
1380,20240310,3,1756.14,1123.05,369.08,102.58,63.63,633.09,97.8
1381,20240310,4,5152.47,3330.37,836.64,382.55,216.16,1822.1,386.75
1382,20240310,5,3804.66,2234.4,707.48,234.93,153.45,1570.26,474.4
1383,20240310,6,1589.77,1163.43,248.74,50.56,73.9,426.34,53.14
1384,20240310,7,1850.5,1181.57,277.42,132.0,57.14,668.93,202.37
1385,20240310,8,3356.44,1868.58,623.56,237.19,113.83,1487.86,513.28
1386,20240310,9,2203.22,1479.78,286.27,76.27,71.21,723.44,289.69
1387,20240310,10,1525.2,1029.87,211.9,99.43,58.67,495.33,125.33
1388,20240310,11,1887.2,1144.99,236.46,106.56,84.96,742.21,314.23
1389,20240310,12,308.91,215.84,40.83,15.59,9.37,93.07,27.28
1390,20240310,13,1784.3,1128.35,382.58,58.81,63.03,655.95,151.53
1391,20240310,14,3704.04,2245.34,670.3,222.24,151.71,1458.7,414.45
1392,20240310,15,2458.01,1639.08,324.18,134.14,80.95,818.93,279.66
1393,20240310,16,4404.76,2942.5,902.24,261.13,149.23,1462.26,149.66
1394,20240310,17,3865.78,2364.33,545.71,217.04,158.46,1501.45,580.24
1395,20240310,18,1790.93,1004.56,226.68,135.4,78.14,786.37,346.15
1396,20240310,19,930.43,650.56,198.65,33.2,38.25,279.87,9.77
1397,20240310,20,2222.81,1316.39,266.86,114.13,90.04,906.42,435.39
1398,20240311,1,2094.66,1236.57,389.68,163.37,87.77,858.09,217.27
1399,20240311,2,5032.12,2947.36,837.89,375.16,213.9,2084.76,657.81
1400,20240311,3,5335.33,3404.16,656.77,330.62,237.56,1931.17,706.22
1401,20240311,4,4026.87,2561.07,645.84,312.34,167.4,1465.8,340.22
1402,20240311,5,1317.35,845.1,197.86,48.41,43.26,472.25,182.72
1403,20240311,6,1750.48,1052.47,249.76,134.98,83.44,698.01,229.83
1404,20240311,7,1736.19,1118.85,347.85,72.55,77.3,617.34,119.64
1405,20240311,8,2457.23,1550.67,391.4,113.71,82.07,906.56,319.38
1406,20240311,9,1839.4,1230.72,326.79,62.69,63.75,608.68,155.45
1407,20240311,10,1328.37,753.07,279.29,94.61,59.63,575.3,141.77
1408,20240311,11,1476.49,989.4,230.77,76.54,66.0,487.09,113.78
1409,20240311,12,3225.87,1873.29,494.34,182.11,107.08,1352.58,569.05
1410,20240311,13,4353.92,2669.36,543.38,289.68,169.89,1684.56,681.61
1411,20240311,14,1523.49,944.07,244.45,74.15,50.7,579.42,210.12
1412,20240311,15,3065.54,2047.78,510.87,164.94,109.33,1017.76,232.62
1413,20240311,16,1802.83,1000.47,280.61,106.6,58.78,802.36,356.37
1414,20240311,17,2383.82,1569.99,329.76,142.91,117.27,813.83,223.89
1415,20240311,18,4513.7,2896.53,878.8,346.62,137.25,1617.17,254.5
1416,20240311,19,3752.4,2159.84,658.07,215.87,153.55,1592.56,565.07
1417,20240311,20,2521.66,1535.85,553.8,110.55,124.23,985.81,197.23
1418,20240312,1,2255.19,1412.29,375.72,115.18,112.19,842.9,239.81
1419,20240312,2,2249.96,1631.85,311.75,148.15,76.07,618.11,82.14
1420,20240312,3,3022.73,1986.55,597.75,213.59,124.32,1036.18,100.52
1421,20240312,4,2113.29,1177.39,411.05,152.3,105.05,935.9,267.5
1422,20240312,5,2018.74,1182.47,243.59,139.79,70.88,836.27,382.01
1423,20240312,6,2063.88,1359.9,354.31,112.89,69.35,703.98,167.43
1424,20240312,7,3630.75,2352.01,444.05,260.92,149.53,1278.74,424.24
1425,20240312,8,2680.88,1741.1,371.38,89.46,101.88,939.78,377.06
1426,20240312,9,4716.69,3005.82,675.54,174.78,206.31,1710.87,654.24
1427,20240312,10,3493.98,2160.52,657.78,184.57,165.15,1333.46,325.96
1428,20240312,11,1486.46,978.2,316.78,88.04,70.51,508.26,32.93
1429,20240312,12,4700.81,2726.91,567.52,268.92,144.36,1973.9,993.1
1430,20240312,13,838.18,423.69,153.5,54.48,40.7,414.49,165.81
1431,20240312,14,2082.36,1521.3,343.77,140.1,90.22,561.06,-13.03
1432,20240312,15,1727.09,1196.7,280.72,131.92,68.2,530.39,49.55
1433,20240312,16,8074.29,5144.36,1020.29,354.09,246.35,2929.93,1309.2
1434,20240312,18,1790.23,1258.87,236.41,76.84,63.16,531.36,154.95
1435,20240312,19,1334.65,729.93,265.36,87.7,53.47,604.72,198.19
1436,20240312,20,2592.66,1671.56,452.11,140.37,93.99,921.1,234.63
1437,20240313,1,1700.2,1123.22,309.77,94.68,51.76,576.98,120.77
1438,20240313,2,3397.89,2128.47,499.23,121.8,111.92,1269.42,536.47
1439,20240313,3,5388.01,3694.58,938.87,418.47,232.5,1693.43,103.59
1440,20240313,4,2875.68,1706.99,552.14,229.12,98.85,1168.69,288.58
1441,20240313,5,8966.85,5959.56,1369.43,578.12,278.31,3007.29,781.43
1442,20240313,6,2872.65,1905.1,377.45,97.7,118.08,967.55,374.32
1443,20240313,7,2608.44,1705.66,519.52,91.55,110.39,902.78,181.32
1444,20240313,8,4224.8,2702.49,829.37,158.54,184.23,1522.31,350.17
1445,20240313,9,6320.86,4187.52,1200.11,417.22,294.36,2133.34,221.65
1446,20240313,10,2411.64,1675.7,403.16,155.74,83.39,735.94,93.65
1447,20240313,11,1891.61,1163.87,308.34,103.11,81.99,727.74,234.3
1448,20240313,12,3412.53,1892.68,716.31,140.59,114.51,1519.85,548.44
1449,20240313,13,3874.59,2556.26,513.26,168.88,193.56,1318.33,442.63
1450,20240313,14,1158.53,771.54,239.24,51.07,47.82,386.99,48.86
1451,20240313,15,2235.51,1469.88,375.41,113.65,96.85,765.63,179.72
1452,20240313,16,2043.45,1334.82,259.95,108.62,66.11,708.63,273.95
1453,20240313,17,2460.78,1704.55,329.76,140.63,91.51,756.23,194.33
1454,20240313,18,190.38,123.93,38.48,11.84,8.75,66.45,7.38
1455,20240313,19,1151.68,629.71,140.0,36.18,43.33,521.97,302.46
1456,20240313,20,4177.75,2650.99,803.17,313.39,154.14,1526.76,256.06
1457,20240314,1,703.86,412.07,95.01,43.63,24.12,291.79,129.03
1458,20240314,2,6089.22,3582.91,1225.53,428.68,244.17,2506.31,607.93
1459,20240314,3,965.06,626.13,127.74,61.63,44.87,338.93,104.69
1460,20240314,4,1815.86,1230.93,324.32,82.73,57.27,584.93,120.61
1461,20240314,5,3655.38,2409.95,621.18,285.29,131.65,1245.43,207.31
1462,20240314,6,2492.01,1726.72,313.95,90.27,107.18,765.29,253.89
1463,20240314,7,2683.98,1586.61,376.92,145.46,91.93,1097.37,483.06
1464,20240314,8,2595.85,1426.58,559.19,125.25,121.32,1169.27,363.51
1465,20240314,9,1269.53,745.72,210.74,97.94,39.93,523.81,175.2
1466,20240314,10,4029.34,2338.99,834.37,212.0,167.42,1690.35,476.56
1467,20240314,11,4606.89,2918.52,814.28,270.27,184.98,1688.37,418.84
1468,20240314,12,3941.39,2443.62,854.17,301.39,134.47,1497.77,207.74
1469,20240314,13,4145.11,2396.66,512.3,185.18,141.71,1748.45,909.26
1470,20240314,14,1622.04,1206.2,263.96,68.28,50.92,415.84,32.68
1471,20240314,15,6042.51,3681.38,1288.92,317.29,296.63,2361.13,458.29
1472,20240314,16,4414.58,2767.48,715.8,200.17,201.13,1647.1,530.0
1473,20240314,17,1569.47,1033.07,241.59,58.66,59.08,536.4,177.07
1474,20240314,18,2782.1,1806.98,394.11,158.17,128.51,975.12,294.33
1475,20240314,19,3652.19,2362.26,709.12,150.45,170.59,1289.93,259.77
1476,20240314,20,462.31,293.47,94.42,21.69,19.72,168.84,33.01
1477,20240315,1,4992.84,3055.34,921.77,206.1,227.86,1937.5,581.77
1478,20240315,2,3433.02,2288.41,679.81,200.33,115.26,1144.61,149.21
1479,20240315,3,3018.51,1922.69,507.08,140.45,99.4,1095.82,348.89
1480,20240315,4,1014.18,827.67,166.86,63.23,41.87,186.51,-85.45
1481,20240315,5,2254.0,1489.33,284.46,139.49,109.83,764.67,230.89
1482,20240315,6,1313.36,847.68,268.69,54.64,45.71,465.68,96.64
1483,20240315,7,1630.09,957.89,240.79,51.32,70.46,672.2,309.63
1484,20240315,8,1332.51,837.96,241.11,94.57,44.01,494.55,114.86
1485,20240315,9,2662.82,1525.06,395.24,165.63,83.21,1137.76,493.68
1486,20240315,10,4962.61,2993.1,1076.87,163.27,176.59,1969.51,552.78
1487,20240315,11,3271.62,2037.79,545.35,114.47,162.76,1233.83,411.25
1488,20240315,12,3244.07,1980.04,438.2,160.43,121.56,1264.03,543.84
1489,20240315,13,3119.71,2085.52,529.93,187.31,108.19,1034.19,208.76
1490,20240315,14,687.61,448.02,112.88,36.97,27.67,239.59,62.07
1491,20240315,15,2804.63,2011.71,420.85,114.99,111.51,792.92,145.57
1492,20240315,16,1801.62,1113.41,241.12,59.49,72.4,688.21,315.2
1493,20240315,17,3318.88,1895.15,431.46,217.32,119.92,1423.73,655.03
1494,20240315,18,3247.09,2082.86,685.91,107.13,116.68,1164.23,254.51
1495,20240315,19,6846.12,3928.53,1328.45,514.75,272.93,2917.59,801.46
1496,20240315,20,2998.07,2048.37,568.76,206.86,95.92,949.7,78.16
1497,20240316,1,1919.01,1333.23,277.33,153.27,91.72,585.78,63.46
1498,20240316,2,2428.0,1555.75,503.3,109.04,78.07,872.25,181.84
1499,20240316,3,3484.99,2400.46,758.22,180.76,168.86,1084.53,-23.31
1500,20240316,4,2611.9,1571.1,550.54,102.05,90.54,1040.8,297.67
1501,20240316,5,1895.17,1144.39,231.69,82.83,71.86,750.78,364.4
1502,20240316,6,4011.17,2380.49,633.67,136.97,198.15,1630.68,661.89
1503,20240316,7,915.84,785.94,120.3,62.84,32.37,129.9,-85.61
1504,20240316,8,3552.53,2344.92,619.33,244.29,108.01,1207.61,235.98
1505,20240316,9,1594.01,1019.23,301.79,107.87,51.07,574.78,114.05
1506,20240316,10,2459.51,1346.35,397.9,112.93,122.34,1113.16,479.99
1507,20240316,11,4313.51,2661.58,902.41,182.77,188.44,1651.93,378.31
1508,20240316,12,3644.91,2192.62,671.63,156.13,153.82,1452.29,470.71
1509,20240316,13,5100.79,3164.17,752.84,163.39,167.43,1936.62,852.96
1510,20240316,14,4679.79,3070.03,725.41,341.25,167.36,1609.76,375.74
1511,20240316,15,2149.57,1341.92,463.36,162.38,85.98,807.65,95.93
1512,20240316,16,2873.66,1749.55,585.44,118.52,118.48,1124.11,301.67
1513,20240316,17,2214.27,1378.18,446.81,68.06,67.74,836.09,253.48
1514,20240316,18,3325.77,1979.01,496.5,215.78,143.22,1346.76,491.26
1515,20240316,19,1189.77,692.91,176.93,88.28,49.4,496.86,182.25
1516,20240316,20,2425.11,1550.32,329.91,109.2,89.49,874.79,346.19
1517,20240317,1,3686.75,2275.31,659.25,126.58,125.03,1411.44,500.58
1518,20240317,2,568.01,368.25,86.03,43.8,21.05,199.76,48.88
1519,20240317,3,3558.03,2301.84,539.59,161.17,157.02,1256.19,398.41
1520,20240317,4,3927.37,2299.62,552.62,309.0,189.61,1627.75,576.52
1521,20240317,5,3497.04,2131.5,575.83,199.05,137.5,1365.54,453.16
1522,20240317,6,5009.24,3447.13,939.02,383.96,212.95,1562.11,26.18
1523,20240317,7,5809.71,3707.01,786.4,360.6,242.65,2102.7,713.05
1524,20240317,8,6870.81,4424.27,1210.42,527.85,314.29,2446.54,393.98
1525,20240317,9,4111.0,2478.97,737.53,228.51,159.99,1632.03,506.0
1526,20240317,10,2874.46,1847.43,504.5,94.79,119.5,1027.03,308.24
1527,20240317,11,1856.71,1028.65,400.6,74.75,64.86,828.06,287.85
1528,20240317,12,1190.97,750.91,201.1,54.75,47.69,440.06,136.52
1529,20240317,13,2616.07,1532.88,422.59,111.75,81.1,1083.19,467.75
1530,20240317,14,2201.35,1413.15,406.97,93.9,101.53,788.2,185.8
1531,20240317,15,3971.31,2351.34,598.66,310.16,127.88,1619.97,583.27
1532,20240317,16,3290.38,2094.51,545.99,176.73,141.53,1195.87,331.62
1533,20240317,17,1729.34,1044.12,354.23,96.92,84.95,685.22,149.12
1534,20240317,18,5660.35,3515.42,755.21,413.62,207.29,2144.93,768.81
1535,20240317,19,3022.52,1860.33,533.14,144.78,126.2,1162.19,358.07
1536,20240317,20,2059.9,1225.15,441.72,66.25,64.57,834.75,262.21
1537,20240318,1,3283.24,1858.98,537.08,99.8,112.35,1424.26,675.03
1538,20240318,2,2425.74,1559.26,330.77,135.8,82.56,866.48,317.35
1539,20240318,3,3905.62,2340.57,620.9,295.33,145.74,1565.05,503.08
1540,20240318,4,3557.68,2338.8,495.62,282.14,146.43,1218.88,294.69
1541,20240318,5,3098.71,2237.55,585.17,126.17,127.15,861.16,22.67
1542,20240318,6,382.8,243.3,65.02,18.01,13.7,139.5,42.77
1543,20240318,7,3474.13,2193.3,502.32,190.93,149.23,1280.83,438.35
1544,20240318,8,2657.35,1760.08,474.48,205.49,85.39,897.27,131.91
1545,20240318,9,399.87,267.48,82.36,22.24,14.7,132.39,13.09
1546,20240318,10,1912.78,1417.58,231.3,146.34,79.02,495.2,38.54
1547,20240318,11,5089.64,3141.54,835.89,165.8,181.89,1948.1,764.52
1548,20240318,12,4909.23,3333.62,887.17,243.59,236.53,1575.61,208.32
1549,20240318,13,1364.82,683.24,195.37,45.22,61.24,681.58,379.75
1550,20240318,14,3615.81,2229.96,461.41,134.0,156.07,1385.85,634.37
1551,20240318,15,2215.64,1433.76,379.79,151.47,66.98,781.88,183.64
1552,20240318,16,2913.79,1818.35,586.83,224.31,122.99,1095.44,161.31
1553,20240318,17,3301.31,2217.63,573.51,170.1,112.53,1083.68,227.54
1554,20240318,18,3287.67,2013.5,556.7,171.49,150.88,1274.17,395.1
1555,20240318,19,2647.62,1608.0,402.07,158.37,119.68,1039.62,359.5
1556,20240318,20,3668.85,2342.66,789.89,273.15,126.64,1326.19,136.51
1557,20240319,1,4096.78,2474.35,666.59,181.07,128.38,1622.43,646.39
1558,20240319,2,578.6,381.32,76.15,23.81,21.55,197.28,75.77
1559,20240319,3,999.73,556.57,132.71,60.97,47.84,443.16,201.64
1560,20240319,4,2786.17,1794.34,527.89,119.26,109.94,991.83,234.74
1561,20240319,5,1784.56,1280.96,247.91,121.59,70.54,503.6,63.56
1562,20240319,6,668.88,484.97,128.88,42.92,26.13,183.91,-14.02
1563,20240319,7,2802.24,2009.6,411.88,218.14,127.43,792.64,35.19
1564,20240319,8,3983.56,2300.51,744.27,211.41,183.09,1683.05,544.28
1565,20240319,9,2432.61,1504.55,529.54,77.68,114.05,928.06,206.79
1566,20240319,10,3096.47,2217.49,561.18,100.56,152.72,878.98,64.52
1567,20240319,11,3789.7,2343.22,632.22,278.24,137.87,1446.48,398.15
1568,20240319,12,1499.4,833.94,291.72,91.08,66.46,665.46,216.2
1569,20240319,13,4447.33,2853.5,959.21,256.67,158.16,1593.83,219.79
1570,20240319,14,6704.87,4572.06,900.07,438.12,320.49,2132.81,474.13
1571,20240319,15,3891.07,2345.14,477.31,143.65,168.54,1545.93,756.43
1572,20240319,16,3856.02,2877.51,561.37,132.27,164.69,978.51,120.18
1573,20240319,17,836.64,508.99,131.88,54.43,39.93,327.65,101.41
1574,20240319,18,2503.27,1756.63,541.58,168.78,107.42,746.64,-71.14
1575,20240319,19,2278.32,1356.57,468.65,82.87,71.44,921.75,298.79
1576,20240319,20,2727.3,1762.47,406.25,139.06,111.42,964.83,308.1
1577,20240320,1,2153.01,1570.7,351.62,98.33,93.02,582.31,39.34
1578,20240320,2,1520.38,999.55,327.84,75.49,50.04,520.83,67.46
1579,20240320,3,3406.5,2204.99,739.99,255.06,133.79,1201.51,72.67
1580,20240320,4,1416.06,782.5,290.02,84.18,52.75,633.56,206.61
1581,20240320,5,1634.07,1053.47,311.22,118.22,77.08,580.6,74.08
1582,20240320,6,6114.81,4006.16,985.03,463.5,290.26,2108.65,369.86
1583,20240320,7,2061.63,1032.53,280.62,163.8,83.07,1029.1,501.61
1584,20240320,8,1753.18,1155.16,258.42,101.6,85.82,598.02,152.18
1585,20240320,9,418.57,232.24,55.01,26.58,16.44,186.33,88.3
1586,20240320,10,1563.06,1028.16,234.16,100.64,72.04,534.9,128.06
1587,20240320,11,1481.56,927.27,236.15,67.91,62.7,554.29,187.53
1588,20240320,12,1883.15,1087.05,374.67,130.59,67.25,796.1,223.59
1589,20240320,13,2149.38,1409.58,407.03,123.63,97.29,739.8,111.85
1590,20240320,14,3005.82,1614.58,412.93,209.31,128.99,1391.24,640.01
1591,20240320,15,4230.84,2439.79,770.04,155.4,143.61,1791.05,722.0
1592,20240320,16,1890.56,1246.1,239.72,134.45,81.9,644.46,188.39
1593,20240320,17,3897.16,2248.48,803.97,218.84,134.37,1648.68,491.5
1594,20240320,18,3919.46,2390.99,671.97,191.59,159.11,1528.47,505.8
1595,20240320,19,1808.52,1162.92,275.63,67.75,63.37,645.6,238.85
1596,20240320,20,2466.0,1542.38,395.18,112.9,89.49,923.62,326.05
1597,20240321,1,2352.8,1386.88,324.09,142.55,80.05,965.92,419.23
1598,20240321,2,1042.12,633.96,205.82,61.25,47.9,408.16,93.19
1599,20240321,3,2425.12,1530.78,344.43,102.79,109.04,894.34,338.08
1600,20240321,4,2781.01,1780.94,537.73,106.76,108.12,1000.07,247.46
1601,20240321,5,3167.11,2215.94,381.43,111.12,156.15,951.17,302.47
1602,20240321,6,3221.92,2172.48,463.52,99.37,138.07,1049.44,348.48
1603,20240321,7,2784.37,1946.39,584.68,105.8,101.9,837.98,45.6
1604,20240321,8,5104.07,3119.83,1030.24,196.92,239.98,1984.24,517.1
1605,20240321,9,3757.46,2237.18,658.9,285.88,124.44,1520.28,451.06
1606,20240321,10,747.67,430.04,106.74,53.32,24.08,317.63,133.49
1607,20240321,11,2752.55,1760.05,527.95,198.76,100.77,992.5,165.02
1608,20240321,12,5874.61,3773.42,1026.44,228.52,215.95,2101.19,630.28
1609,20240321,13,4129.82,2635.8,657.33,246.42,127.89,1494.02,462.38
1610,20240321,14,1531.53,961.76,323.99,69.04,64.65,569.77,112.09
1611,20240321,15,4942.13,3065.26,785.63,186.4,219.18,1876.87,685.66
1612,20240321,16,1233.13,830.11,256.79,54.28,43.12,403.02,48.83
1613,20240321,17,702.92,486.26,133.72,37.7,30.74,216.66,14.5
1614,20240321,18,4648.0,3198.17,967.2,321.35,164.3,1449.83,-3.02
1615,20240321,19,4200.45,2791.48,719.79,304.42,195.26,1408.97,189.5
1616,20240321,20,493.73,286.28,67.66,35.17,17.8,207.45,86.82
1617,20240322,1,3242.36,2055.52,532.16,172.52,139.58,1186.84,342.58
1618,20240322,2,7100.59,4415.79,1460.74,247.69,244.36,2684.8,732.01
1619,20240322,3,1636.79,984.56,260.32,99.96,81.38,652.23,210.57
1620,20240322,4,816.72,555.97,174.94,45.29,27.08,260.75,13.44
1621,20240322,5,1914.76,1159.15,266.32,70.36,69.18,755.61,349.75
1622,20240322,6,3331.18,2335.2,460.21,121.32,116.45,995.98,298.0
1623,20240322,7,2859.31,1529.84,354.81,154.24,87.17,1329.47,733.25
